iter	Passed	Remaining
449	1117	1366
450	1120	1363
451	1122	1361
452	1124	1357
453	1125	1353
454	1129	1352
455	1131	1349
456	1133	1346
457	1136	1344
458	1137	1340
459	1138	1337
460	1140	1333
461	1142	1330
462	1144	1327
463	1146	1324
464	1149	1322
465	1151	1319
466	1152	1315
467	1153	1311
468	1154	1307
469	1156	1303
470	1157	1300
471	1162	1300
472	1163	1296
473	1164	1292
474	1166	1288
475	1167	1284
476	1168	1281
477	1169	1277
478	1171	1274
479	1173	1271
480	1176	1268
481	1177	1265
482	1179	1262
483	1180	1258
484	1182	1255
485	1183	1251
486	1188	1251
487	1191	1249
488	1192	1246
489	1194	1243
490	1195	1239
491	1197	1236
492	1198	1232
493	1200	1229
494	1202	1226
495	1205	1224
496	1206	1221
497	1207	1217
498	1211	1216
499	1213	1213
500	1216	1211
501	1219	1209
502	1220	1206
503	1221	1202
504	1223	1198
505	1224	1195
506	1227	1193
507	1229	1190
508	1231	1187
509	1232	1184
510	1233	1180
511	1234	1176
512	1236	1173
513	1237	1169
514	1238	1166
515	1242	1165
516	1244	1162
517	1246	1159
518	1248	1157
519	1249	1153
520	1251	1150
521	1252	1147
522	1257	1146
523	1259	1144
524	1261	1141
525	1263	1138
526	1264	1135
527	1266	1131
528	1267	1128
529	1270	1126
530	1272	1123
531	1273	1120
532	1274	1116
533	1276	1113
534	1277	1110
535	1279	1107
536	1281	1104
537	1283	1102
538	1285	1099
539	1287	1096
540	1288	1093
541	1290	1090
542	1291	1086
543	1293	1084
544	1295	1081
545	1298	1079
546	1299	1076
547	1302	1073
548	1303	1070
549	1304	1067
550	1306	1064
551	1310	1063
552	1313	1061
553	1316	1059
554	1317	1056
555	1319	1053
556	1320	1050
557	1321	1046
558	1332	1051
559	1335	1048
560	1336	1045
561	1338	1043
562	1340	1040
563	1343	1038
564	1345	1036
565	1347	1033
566	1349	1030
567	1350	1027
568	1351	1024
569	1354	1021
570	1356	1019
571	1358	1016
572	1361	1014
573	1362	1011
574	1364	1008
575	1365	1005
576	1367	1002
577	1370	1000
578	1371	997
579	1374	995
580	1375	992
581	1382	993
582	1385	990
583	1386	987
584	1387	984
585	1388	981
586	1389	977
587	1391	974
588	1396	974
589	1398	971
590	1399	968
591	1402	966
592	1403	963
593	1405	960
594	1406	957
595	1408	954
596	1410	951
597	1411	949
598	1414	947
599	1415	943
600	1417	940
601	1418	937
602	1419	934
603	1424	933
604	1426	931
605	1428	928
606	1431	926
607	1432	923
608	1433	920
609	1434	917
610	1436	914
611	1440	913
612	1442	910
613	1443	907
614	1445	904
615	1446	901
616	1447	898
617	1448	895
618	1453	894
619	1455	892
620	1457	889
621	1460	887
622	1461	884
623	1463	881
624	1464	878
625	1466	876
626	1469	874
627	1471	871
628	1473	869
629	1474	866
630	1475	863
631	1477	860
632	1478	857
633	1480	854
634	1483	852
635	1484	849
636	1487	847
637	1488	844
638	1489	841
639	1490	838
640	1492	835
641	1493	833
642	1498	832
643	1500	829
644	1501	826
645	1503	823
646	1504	820
647	1509	820
648	1512	817
649	1513	815
650	1516	812
651	1517	810
652	1519	807
653	1521	804
654	1523	802
655	1526	800
656	1529	798
657	1530	795
658	1532	792
659	1533	790
660	1534	787
661	1540	786
662	1542	784
663	1544	781
664	1546	779
665	1547	776
666	1548	773
667	1555	773
668	1558	771
669	1559	768
670	1561	765
671	1562	762
672	1563	759
673	1564	756
674	1569	755
675	1572	753
676	1574	751
677	1576	748
678	1577	745
679	1580	743
680	1582	741
681	1584	738
682	1585	735
683	1586	733
684	1588	730
685	1589	727
686	1591	724
687	1593	722
688	1595	720
689	1598	717
690	1599	715
691	1600	712
692	1601	709
693	1603	706
694	1604	704
695	1607	702
696	1612	700
697	1614	698
698	1615	695
699	1617	693
700	1628	694
701	1629	691
702	1632	689
703	1633	686
704	1636	684
705	1639	682
706	1641	680
707	1643	677
708	1644	674
709	1645	672
710	1646	669
711	1647	666
712	1649	663
713	1651	661
714	1653	659
715	1655	656
716	1658	654
717	1659	651
718	1660	649
719	1662	646
720	1663	643
721	1664	640
722	1666	638
723	1672	637
724	1673	634
725	1674	632
726	1676	629
727	1677	626
728	1682	625
729	1684	623
730	1686	620
731	1688	618
732	1690	615
733	1691	612
734	1692	610
735	1694	607
736	1697	605
737	1699	603
738	1702	601
739	1703	598
740	1705	596
741	1706	593
742	1711	592
743	1714	589
744	1715	587
745	1718	585
746	1719	582
747	1720	579
748	1722	577
749	1724	574
750	1729	573
751	1731	570
752	1732	568
753	1733	565
754	1735	563
755	1736	560
756	1738	558
757	1740	555
758	1742	553
759	1745	551
760	1747	548
761	1748	546
762	1749	543
763	1751	541
764	1752	538
765	1755	536
766	1758	534
767	1759	531
768	1761	529
769	1762	526
770	1763	523
771	1764	521
772	1770	519
773	1773	517
774	1774	515
775	1776	512
776	1778	510
777	1779	507
778	1781	505
779	1787	504
780	1789	501
781	1791	499
782	1792	496
783	1793	494
784	1795	491
785	1800	490
786	1802	487
787	1804	485
788	1806	483
789	1807	480
790	1808	477
791	1811	475
792	1814	473
793	1817	471
794	1820	469
795	1821	466
796	1822	464
797	1824	461
798	1829	460
799	1830	457
800	1832	455
801	1835	453
802	1836	450
803	1837	448
804	1839	445
805	1847	444
806	1849	442
807	1850	439
808	1852	437
809	1853	434
810	1854	432
811	1860	430
812	1862	428
813	1863	425
814	1866	423
815	1867	421
816	1869	418
817	1870	416
818	1873	413
819	1875	411
820	1877	409
821	1879	407
822	1881	404
823	1882	402
824	1884	399
825	1889	397
826	1892	395
827	1894	393
828	1896	391
829	1897	388
830	1898	386
831	1900	383
832	1902	381
833	1905	379
834	1906	376
835	1908	374
836	1909	371
837	1910	369
838	1911	366
839	1912	364
840	1914	361
841	1916	359
842	1918	357
843	1920	354
844	1922	352
845	1924	350
846	1925	347
847	1927	345
848	1928	342
849	1933	341
850	1935	338
851	1937	336
852	1938	334
853	1940	331
854	1941	329
855	1950	328
856	1953	325
857	1954	323
858	1957	321
859	1958	318
860	1961	316
861	1963	314
862	1965	311
863	1966	309
864	1967	307
865	1968	304
866	1970	302
867	1971	299
868	1972	297
869	1974	295
870	1976	292
871	1979	290
872	1982	288
873	1983	285
874	1984	283
875	1985	281
876	1993	279
877	1995	277
878	1998	275
879	1999	272
880	2001	270
881	2005	268
882	2008	266
883	2010	263
884	2011	261
885	2012	258
886	2013	256
887	2014	254
888	2015	251
889	2017	249
890	2018	246
891	2021	244
892	2022	242
893	2027	240
894	2028	237
895	2029	235
896	2031	233
897	2032	230
898	2034	228
899	2037	226
900	2040	224
901	2041	221
902	2042	219
903	2044	217
904	2049	215
905	2051	212
906	2054	210
907	2056	208
908	2057	206
909	2059	203
910	2061	201
911	2062	199
912	2064	196
913	2067	194
914	2068	192
915	2069	189
916	2070	187
917	2071	185
918	2073	182
919	2074	180
920	2076	178
921	2081	176
922	2083	173
923	2084	171
924	2085	169
925	2087	166
926	2088	164
927	2091	162
928	2093	160
929	2096	157
930	2097	155
931	2099	153
932	2100	150
933	2101	148
934	2106	146
935	2109	144
936	2110	141
937	2113	139
938	2114	137
939	2116	135
940	2120	132
941	2122	130
942	2125	128
943	2127	126
944	2129	123
945	2130	121
946	2131	119
947	2132	116
948	2136	114
949	2137	112
950	2138	110
951	2139	107
952	2141	105
953	2142	103
954	2143	101
955	2145	98
956	2147	96
957	2148	94
958	2151	91
959	2152	89
960	2154	87
961	2155	85
962	2156	82
963	2160	80
964	2163	78
965	2166	76
966	2169	74
967	2170	71
968	2172	69
969	2177	67
970	2180	65
971	2181	62
972	2183	60
973	2184	58
974	2186	56
975	2187	53
976	2188	51
977	2191	49
978	2193	47
979	2195	44
980	2196	42
981	2198	40
982	2199	38
983	2200	35
984	2211	33
985	2212	31
986	2215	29
987	2216	26
988	2221	24
989	2224	22
990	2226	20
991	2228	17
992	2229	15
993	2230	13
994	2236	11
995	2238	8
996	2240	6
997	2242	4
998	2243	2
999	2244	0
